pl_name,hostname,pl_orbsmax,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,pl_insol,pl_eqt,sy_dist
TOI-2120 b,TOI-2120,0.0377,2.122,6.8,20.6,0.32,3.61,384.0,32.1755
TOI-2128 b,TOI-2128,0.127,2.08874836,4.5,2.68,0.0,86.2315,780.53,36.578
TOI-2134 b,TOI-2134,0.078,2.69,9.13,2.607,0.06,32.0,666.0,22.6202
TOI-2134 c,TOI-2134,0.371,7.27,41.89,0.599,0.67,1.4,306.0,22.6202
TOI-2136 b,TOI-2136,0.057,2.19,6.37,3.34,0.0,4.0,395.0,33.3631
TOI-2141 b,TOI-2141,0.133,3.05,24.0,4.6,0.21,57.4643,722.0,77.682
TOI-2152 A b,TOI-2152,0.05064,14.35870428,899.45439181,1.67,0.057,2195.7879,1802.0,303.006
TOI-2154 b,TOI-2154,0.0513,16.28664896,292.40213444,0.37,0.117,1005.8946,1580.0,296.46
TOI-2158 b,TOI-2158,0.075,10.76062147,260.61929374,1.14,0.07,81.4989,1188.0,198.473
TOI-216.01,TOI-216,0.2069,10.1,177.98390792,0.76,0.0046,10.1,497.0,177.945
TOI-216.02,TOI-216,0.1293,8.0,18.75187601,0.34,0.16,25.9,628.0,177.945
TOI-2169 A b,TOI-2169 A,0.0896,12.50922246,329.58805806,0.92,0.045,577.0,1364.0,351.487
TOI-2180 b,TOI-2180,0.828,11.32107051,875.61726129,3.32,0.3683,2.71,348.0,116.685
TOI-2193 A b,TOI-2193 A,0.03319,19.83989584,298.75870258,0.06,0.0,1600.0,1763.0,337.064
TOI-2196 b,TOI-2196,0.02234,3.51,26.0,3.31,0.0,2000.0,1860.0,259.947
TOI-220 b,TOI-220,0.08911,3.03,13.8,2.73,0.032,66.8553,805.0,90.7402
TOI-2202 b,TOI-2202,0.09564,10.95117414,287.31687993,1.2,0.022,42.7254,652.07,235.933
TOI-2207 b,TOI-2207,0.0854,11.1529358,203.41018048,0.8,0.174,406.0,1259.0,373.345
TOI-2236 b,TOI-2236,0.05009,14.36991326,502.16888306,0.93,0.0,1356.0,1688.0,355.59
TOI-2257 b,TOI-2257,0.145,2.194,5.45,2.84,0.496,0.6703,256.0,57.7911
TOI-2295 b,TOI-2295,0.1992,16.47720163,278.09985612,0.34,0.334,42.0912,747.0,126.279
TOI-2328 b,TOI-2328,0.127,9.97599282,50.85254512,0.29,0.057,20.0982,842.0,231.782
TOI-2346 b,TOI-2346,0.0473,16.11851425,394.10722468,0.52,0.086,1360.0,1689.0,437.484
TOI-2364 b,TOI-2364,0.04871,8.60849718,71.51139158,0.61,0.0,237.0,1091.0,219.614
TOI-2368 b,TOI-2368,0.05649,10.83908434,206.58846455,0.88,0.061,162.7267,1000.0,210.915
TOI-237 b,TOI-237,0.0341,1.44,2.67,4.91,0.0,3.7,388.0,38.0749
TOI-2374 b,TOI-2374,0.0471,6.81,56.64,0.98,0.13,54.2011,885.0,134.655
TOI-238 b,TOI-238,0.0212,1.612,3.4,6.8,0.18,747.65,1456.61,80.5407
TOI-238 c,TOI-238,0.0749,2.18,6.7,1.83,0.36,58.3,696.0,80.5407
TOI-2382 b,TOI-2382,0.059,12.25141591,235.19302118,0.68,0.18,689.0,1426.0,434.92
TOI-2384 b,TOI-2384,0.02793,11.48920522,624.85064816,2.26,0.0,104.3,889.7,191.51
TOI-2406 b,TOI-2406,0.02267,2.86,15.6,27.4,0.17,6.69,449.0,55.419
TOI-2407 b,TOI-2407,0.033,4.26,16.8,1.19,0.08,41.0,705.0,92.4366
TOI-2416 b,TOI-2416,0.0831,9.86390302,953.485221,5.4,0.32,130.93,1080.0,557.733
TOI-2420 b,TOI-2420,0.0684,15.02003414,294.62693329,0.477,0.055,1017.0,1571.6,435.174
TOI-2421 b,TOI-2421,0.0543,10.36830715,105.83685953,0.52,0.0,923.6,1534.0,327.927
TOI-2443 b,TOI-2443,0.105,2.363,4.8,2.0,0.301,13.2931,519.0,23.9258
TOI-2447 b,TOI-2447,0.347,9.60609646,124.90656395,0.774,0.17,44.5933,414.0,148.987
TOI-2458 b,TOI-2458,0.0482,2.83,13.31,3.23,0.087,865.0,1509.4,112.958
TOI-2485 b,TOI-2485,0.1093,12.1393261,766.60211768,2.36,0.0341,275.6,1134.0,397.953
TOI-2498 b,TOI-2498,0.0491,6.06,34.62,0.86,0.089,790.4759,1443.0,275.265
TOI-2524 b,TOI-2524,0.073,11.2089807,203.41018048,0.79,0.0,210.609,1100.0,438.842
TOI-2525 b,TOI-2525,0.1511,8.67575106,26.69758619,0.225,0.17,16.3643,512.97,395.398
TOI-2525 c,TOI-2525,0.249,10.13291855,208.8132634,1.11,0.157,6.0478,399.96,395.398
TOI-2529 b,TOI-2529,0.327,11.54525012,743.71847238,2.66,0.021,70.9731,636.0,296.271
TOI-2537 b,TOI-2537,0.3715,11.25381662,415.40172795,1.6,0.364,7.4445,338.0,184.986
TOI-2567 b,TOI-2567,0.0672,10.92875618,63.88350981,0.269,0.0,558.0,1352.0,504.775
TOI-257 b,TOI-257,0.1528,7.16253867,43.86032017,0.65,0.0,186.0,1027.0,76.9028
TOI-2570 b,TOI-2570,0.04145,13.64132951,260.61929374,0.563,0.0,699.0,1431.0,361.857
TOI-2580 b,TOI-2580,0.048,17.37392009,200.23189641,0.22,0.08,1730.0,2410.0,379.253
TOI-2583 A b,TOI-2583 A,0.0571,14.4595851,79.45710175,0.144,0.0,750.9,1456.0,566.189
TOI-2587 A b,TOI-2587 A,0.0635,12.07207221,69.28659273,0.216,0.0,728.0,1445.0,373.675
TOI-260 b,TOI-260,0.0943,1.71,4.23,4.66,0.0,10.1838,493.0,20.1852
TOI-2641 b,TOI-2641,0.0607,18.10250383,122.6817651,0.092,0.18,602.0,1387.0,344.045
TOI-269 b,TOI-269,0.0345,2.77,8.8,2.28,0.425,19.0,531.0,57.0225
TOI-270 b,TOI-270,0.03197,1.206,1.58,4.97,0.034,19.9261,581.0,22.4793
TOI-270 c,TOI-270,0.04526,2.355,6.15,2.6,0.027,9.9407,488.0,22.4793
TOI-270 d,TOI-270,0.0721,2.133,4.78,2.72,0.032,3.918,387.0,22.4793
TOI-2714 b,TOI-2714,0.036,13.72,228.0,0.49,0.164,945.55,1603.0,597.873
TOI-2796 b,TOI-2796,0.0569,17.26183028,139.84449908,0.15,0.0,352.0,1205.0,350.343
TOI-2803 A b,TOI-2803 A,0.03185,18.11371281,309.88269682,0.287,0.0,2150.0,1893.0,494.818
TOI-2818 b,TOI-2818,0.0493,15.27784069,225.65816897,0.34,0.0,598.0,1376.0,312.674
TOI-2842 b,TOI-2842,0.0475,12.84549188,117.59651059,0.304,0.0,781.8,1471.0,460.995
TOI-286 b,TOI-286,0.0503,1.42,4.53,8.63,0.0,86.7681,979.0,59.2293
TOI-286 c,TOI-286,0.213,1.88,3.72,3.09,0.0,22.4437,475.0,59.2293
TOI-2876 b,TOI-2876,0.0654,9.6397234,54.03082919,0.33,0.13,124.2,929.0,225.744
TOI-2886 b,TOI-2886,0.02871,18.6405349,444.9597698,0.377,0.11,2560.0,1978.0,413.673
TOI-2969 b,TOI-2969,0.0261,12.32987877,368.68095212,1.1,0.0,382.0,1186.0,163.996
TOI-2981 b,TOI-2981,0.048,13.4,638.0,1.46,0.035,556.616,1358.0,527.789
TOI-2986 b,TOI-2986,0.04489,9.292245,96.61983573,0.66,0.14,1156.0,1622.0,563.149
TOI-2989 b,TOI-2989,0.0384,12.55405838,953.485221,2.7,0.0,124.0,1001.0,195.795
TOI-3023 b,TOI-3023,0.0505,16.43236571,197.05361234,0.245,0.0,1084.0,1596.0,389.916
TOI-3071 b,TOI-3071,0.0249,7.16,68.2,1.02,0.09,2579.61,2155.0,485.219
TOI-3135 b,TOI-3135,0.04756,13.65253849,327.36325921,0.7,0.24,464.0,1292.0,221.673
TOI-3160 A b,TOI-3160 A,0.0505,13.7646283,378.21580433,0.79,0.18,933.0,1539.0,567.678
TOI-3235 b,TOI-3235,0.02709,11.39953337,211.35589065,0.78,0.029,13.8883,604.0,72.811
TOI-3261 b,TOI-3261,0.01714,3.82,30.3,3.0,0.0,1466.0,1722.0,300.141
TOI-329 b,TOI-329,0.0638,4.94057819,40.4,1.84,0.39,576.8749,1213.02,284.388
TOI-3321 b,TOI-3321,0.047,15.55806521,176.07693748,0.255,0.054,967.919,1616.0,285.895
TOI-3331 A b,TOI-3331 A,0.03144,12.97999965,721.47048389,1.82,0.0,818.5,1488.0,217.193
TOI-3364 b,TOI-3364,0.0675,12.22899794,530.77343969,1.6,0.0,425.0,1264.0,277.899
TOI-3464 b,TOI-3464,0.0515,13.7646283,397.28550875,0.83,0.25,1370.0,1693.0,597.774
TOI-3474 b,TOI-3474,0.0502,14.67255574,193.87532827,0.337,0.13,740.0,1451.0,420.123
TOI-3486 b,TOI-3486,0.03138,10.5700688,99.16246298,0.46,0.078,334.0,1190.0,154.715
TOI-3523 A b,TOI-3523 A,0.03559,15.9727975,435.42491759,0.587,0.047,2590.0,1984.0,645.294
TOI-3568 b,TOI-3568,0.0485,5.3,26.4,0.98,0.035,130.1481,899.0,197.906
TOI-3593 b,TOI-3593,0.0481,11.02963701,565.73456446,2.31,0.105,308.0,1170.0,226.63
TOI-3629 b,TOI-3629,0.043,8.29464572,82.63538582,0.8,0.05,39.0,690.0,130.091
TOI-3682 b,TOI-3682,0.048,12.80065596,69.28659273,0.181,0.22,1258.0,1657.0,404.211
TOI-3688 A b,TOI-3688 A,0.0456,13.08088048,311.47183886,0.76,0.0,924.3,1534.0,396.378
TOI-3693 b,TOI-3693,0.0813,12.59889431,324.18497514,0.89,0.0,68.6,801.0,176.436
TOI-3714 b,TOI-3714,0.027,11.32107051,222.4798849,0.85,0.03,54.0,750.0,112.71
TOI-3757 b,TOI-3757,0.03845,12.0,85.3,0.27,0.14,55.4,759.0,181.139
TOI-3785 b,TOI-3785,0.043,5.14,14.95,0.61,0.11,19.1,582.0,79.7634
TOI-3807 b,TOI-3807,0.0421,18.49481816,330.54154328,0.289,0.0,1230.0,1646.0,421.745
TOI-3819 b,TOI-3819,0.04611,13.13692538,352.78953177,0.85,0.0,1186.0,1633.0,558.141
TOI-3837 b,TOI-3837,0.099,10.87271128,187.51876013,0.82,0.221,138.065,1178.0,311.705
TOI-3856 b,TOI-3856,0.0325,13.59649359,171.62733978,0.371,0.083,949.0,1544.0,314.443
TOI-3877 b,TOI-3877,0.0529,11.67975789,99.7981198,0.342,0.22,729.0,1445.0,493.77
TOI-3884 b,TOI-3884,0.0361,6.43,32.59,0.67,0.06,6.29,441.0,43.1448
TOI-3894 b,TOI-3894,0.05354,15.27784069,260.61929374,0.4,0.05,546.903,1531.0,417.365
TOI-3912 b,TOI-3912,0.0463,14.28024141,129.03833324,0.243,0.0,872.2,1512.0,465.992
TOI-3976 A b,TOI-3976 A,0.0743,12.27383387,55.61997123,0.165,0.0,469.0,1295.0,516.087
TOI-3980 b,TOI-3980,0.0494,14.4595851,187.51876013,0.25,0.16,1153.0,1621.0,486.721
TOI-3984 A b,TOI-3984 A,0.041,7.9,44.0,0.49,0.23,16.7,563.0,108.883
TOI-4010 b,TOI-4010,0.0229,3.02,11.0,2.2,0.03,714.0,1441.0,177.504
TOI-4010 c,TOI-4010,0.058,5.93,20.31,0.5,0.03,112.0,907.0,177.504
TOI-4010 d,TOI-4010,0.113,6.18,38.15,0.9,0.07,30.0,650.0,177.504
TOI-406 c,TOI-406,0.0322,1.32,2.08,4.9,0.032,19.0,584.0,31.0597
TOI-406.01,TOI-406,0.0809,2.08,6.57,4.1,0.056,3.0,368.0,31.0597
TOI-4087 b,TOI-4087,0.04469,13.04725353,232.01473711,0.57,0.0,753.9,1458.0,301.676
TOI-411 b,HD 22946,0.05727,1.362,13.71,18.96,0.126,495.139,1241.0,62.7792
TOI-411 c,HD 22946,0.1017,2.328,9.72,3.15,0.16,156.75,931.0,62.7792
TOI-4127 b,TOI-4127,0.3081,12.28504285,731.0053361,2.17,0.7471,22.3,605.1,319.632
TOI-4137 b,TOI-4137,0.05222,13.57407563,457.67290608,1.01,0.0,1013.0,1570.0,334.993
TOI-4145 A b,TOI-4145 A,0.04823,13.30506009,136.66621501,0.32,0.0,223.0,1074.0,205.387
TOI-4153 b,TOI-4153,0.06311,16.11851425,365.50266805,0.477,0.039,1212.0072,1669.0,423.84
TOI-4201 b,TOI-4201,0.04,13.67495645,788.21444936,1.82,0.041,45.2,725.0,189.011
TOI-421 b,TOI-421,0.0554,2.64,6.7,2.040038,0.13,154.57,922.0,74.7969
TOI-421 c,TOI-421,0.117,5.09,14.1,0.589957,0.19,34.32,635.0,74.7969
TOI-4214 b,TOI-4214,0.05018,10.68215861,165.27077164,0.74,0.17,1210.0,1642.0,346.881
TOI-431 b,TOI-431,0.0113,1.28,3.07,8.0,0.0,2120.4475,1862.0,32.5686
TOI-431 d,TOI-431,0.098,3.29,9.9,1.36,0.0,28.3588,633.0,32.5686
TOI-4364 b,TOI-4364,0.04753,2.01,4.7,3.18,0.29,13.3328,488.0,43.9662
TOI-4377 b,TOI-4377,0.0579,15.10970598,304.1617855,0.881,0.045,430.9826,1162.08,455.82
TOI-4406 b,TOI-4406,0.201,11.2089807,95.3485221,0.372,0.15,58.0054,904.0,261.834
TOI-4438 b,TOI-4438,0.0534,2.52,5.4,1.85,0.14,6.0,435.0,30.0346
TOI-4463 A b,TOI-4463 A,0.04036,13.26022417,252.35575516,0.595,0.0,633.0,1395.0,173.117
TOI-4487 A b,TOI-4487 A,0.05448,14.60530185,397.28550875,0.7,0.083,1203.0,1639.0,479.145
TOI-4504 b,TOI-4504,0.03392,2.691,7.71,2.17,0.0,548.0544,1234.03,342.605
TOI-451 b,TOI-451,0.0283,1.91,4.31,3.4,0.0,695.188,1491.0,123.739
TOI-451 c,TOI-451,0.0823,3.1,9.8,1.81,0.0,82.5178,875.0,123.739
TOI-451 d,TOI-451,0.1208,4.07,15.6,1.27,0.0,38.2372,722.0,123.739
TOI-4515 b,TOI-4515,0.118,12.17,637.0,1.941,0.461,42.2987,705.0,193.499
TOI-4551 b,TOI-4551,0.0994,11.85910158,473.56432643,1.74,0.101,1247.74,1655.0,215.986
TOI-4562 b,TOI-4562,0.768,12.53,732.0,2.06,0.76,3.2011,318.0,339.605
TOI-4734 b,TOI-4734,0.074,10.9175472,61.65871096,0.26,0.12,775.0,1468.0,563.068
TOI-4791 b,TOI-4791,0.0555,12.44196858,734.18362017,2.09,0.0,783.2,1472.0,328.802
TOI-4794 b,TOI-4794,0.0492,14.35870428,308.29355479,0.57,0.1,1310.0,1673.0,543.008
TOI-480 b,TOI-480,0.077,2.85372018,20.8,4.91,0.0,531.521,1198.94,54.5306
TOI-481 b,TOI-481,0.097,11.09691,486.2799,1.96,0.153,253.126,1370.0,179.366
TOI-4860 b,TOI-4860,0.01808,8.7,86.7,0.75,0.008,42.5,694.0,80.1423
TOI-4914 b,TOI-4914,0.098,12.87,227.0,0.59,0.408,18.1082,894.0,299.89
TOI-4961 b,TOI-4961,0.0726,12.34108775,572.0911326,1.67,0.182,115.0,919.0,213.073
TOI-4994 b,TOI-4994,0.1515,8.54124329,88.99195396,0.78,0.319,40.0,717.6,329.304
TOI-500 b,TOI-500,0.01189,1.166,1.42,4.89,0.063,1138.0,1617.0,47.3924
TOI-5027 b,TOI-5027,0.093,10.76062147,642.01338214,2.94,0.385,190.912,1056.0,204.429
TOI-5076 b,TOI-5076,0.1481,3.48935569,16.14568308,2.08,0.0,12.8373,550.0,82.857
TOI-5110 b,TOI-5110,0.2157,11.98240037,921.7023803,2.95,0.745,15.1027,976.0,392.259
TOI-5126 b,TOI-5126,0.06519,4.74,20.2,1.04,0.0,467.0,1442.0,160.414
TOI-5126 c,TOI-5126,0.1439,3.86,14.2,1.36,0.0,96.0,971.0,160.414
TOI-5181 A b,TOI-5181 A,0.0522,13.34989601,330.54154328,0.76,0.15,1053.0,1585.0,480.155
TOI-519 b,TOI-519,0.0159,11.54525012,147.15455244,0.56,0.33,54.0,687.0,115.557
TOI-5205 b,TOI-5205,0.0199,11.6,343.0,1.21,0.02,49.0,737.0,86.4493
TOI-5210 b,TOI-5210,0.0557,10.72699453,81.99972901,0.364,0.066,456.0,1286.0,302.086
TOI-5232 b,TOI-5232,0.05593,12.778238,743.71847238,1.96,0.035,1193.86,1772.0,609.388
TOI-5293 A b,TOI-5293 A,0.034,11.9,170.4,0.56,0.38,34.6,675.0,162.229
TOI-530 b,TOI-530,0.052,9.30345398,127.1313628,0.93,0.0,14.259,565.0,148.762
TOI-5300 b,TOI-5300,0.0295,9.86390302,190.6970442,1.1,0.0,198.0,1043.0,162.51
TOI-532 b,TOI-532,0.0296,5.82,61.5,1.72,0.0,94.1,867.0,135.047
TOI-5322 b,TOI-5322,0.0604,16.6117094,184.02264765,0.22,0.055,554.0,1350.0,476.899
TOI-5340 b,TOI-5340,0.0628,15.07607904,270.15414595,0.43,0.13,1004.0,1566.0,532.629
TOI-5344 b,TOI-5344,0.04041,10.60369574,130.94530368,0.604,0.054,38.0,689.0,138.367
TOI-5386 A b,TOI-5386 A,0.04856,14.70618268,155.10026262,0.268,0.072,817.0,1488.0,394.486
TOI-5398 b,TOI-5398,0.098,10.3,58.7,0.29,0.13,118.413,947.0,130.855
TOI-5398 c,TOI-5398,0.057,3.52,11.8,1.5,0.14,370.603,1242.0,130.855
TOI-540 b,TOI-540,0.01223,0.903,0.674,5.03,0.0,23.4,611.0,14.0022
TOI-544 b,TOI-544,0.0225,2.018,2.89,1.93,0.0,240.195,999.0,41.1166
TOI-5542 b,TOI-5542,0.332,11.30986153,419.53349724,1.6,0.018,9.6,441.0,348.849
TOI-5573 b,TOI-5573,0.0712,9.75,112.0,0.661,0.072,12.92,528.0,186.562
TOI-5592 b,TOI-5592,0.03935,17.14974047,285.72773789,0.22,0.062,1712.0,1789.0,597.026
TOI-561 c,TOI-561,0.0889,2.865,5.93,1.3,0.023,67.5,802.0,85.799
TOI-561 d,TOI-561,0.1587,2.615,13.33,4.1,0.111,21.2,600.0,85.799
TOI-561 e,TOI-561,0.33,2.517,12.4,4.3,0.074,4.89,416.0,85.799
TOI-564 b,TOI-564,0.02734,11.43318,464.98529,1.7,0.072,1423.0,1714.0,199.581
TOI-5678 b,TOI-5678,0.249,4.91,20.0,0.928,0.14,3.8369,513.0,165.393
TOI-5688 A b,TOI-5688 A,0.03379,10.3,124.0,0.61,0.128,50.3,742.0,226.318
TOI-5713 b,TOI-5713,0.06008,1.77,3.78,3.75,0.24,2.2554,347.2,40.8668
TOI-5795 b,TOI-5795,0.064,5.62,23.66,0.73,0.25,240.6726,1136.78,156.53
TOI-5800 b,TOI-5800,0.0344,2.46,9.5,3.46,0.3,274.163,1108.0,42.9052
TOI-5817 b,TOI-5817,0.1223,3.08,10.3,1.93,0.2,126.8632,950.0,80.7542
TOI-6002 b,TOI-6002,0.05722,1.65,3.36,4.11,0.15,1.6823,321.4,32.0266
TOI-6016 b,TOI-6016,0.055,13.67495645,371.85923619,0.81,0.0,940.0,1890.0,364.715
TOI-6034 b,TOI-6034,0.02949,11.92,254.0,0.82,0.04,43.0,714.0,117.992
TOI-6130 b,TOI-6130,0.036,14.3474953,333.71982735,0.64,0.036,1150.0,1750.0,220.882
TOI-615 b,TOI-615,0.0678,18.97680433,138.25535705,0.084,0.39,1286.0,1666.0,360.408
TOI-620 b,TOI-620,0.04825,3.76,13.6,1.41,0.22,20.8,603.6,33.0231
TOI-622 b,TOI-622,0.0708,9.2362001,96.30200732,0.507,0.42,602.0,1388.0,123.297
TOI-6383 A b,TOI-6383 A,0.02292,11.29,331.0,1.26,0.05,51.3,745.0,171.319
TOI-640 b,TOI-640,0.06608,19.2794468,181.16219199,0.138,0.013,1150.12,1816.0,341.997
TOI-654.01,TOI-654,0.01944,2.378,8.71,3.59,0.0,65.0,794.0,57.7553
TOI-6628 b,TOI-6628,0.134,10.98480109,235.19302118,0.98,0.67,20.0861,833.0,320.527
TOI-6651 b,TOI-6651,0.0633,5.09,61.0,2.52,0.091,817.0,1493.0,212.128
TOI-669 b,TOI-669,0.048,2.58606487,10.0,3.17,0.0,388.2,1124.85,142.867
TOI-6695 b,TOI-6695,0.402,9.52763359,66.74396547,0.41,0.04,85.9385,599.0,282.536
TOI-674 b,TOI-674,0.025,5.25,23.6,0.91,0.0,38.4,635.0,46.0851
TOI-677 b,TOI-677,0.1041,13.11450742,392.20025424,0.955,0.46,37.6345,1252.0,141.812
TOI-6894 b,TOI-6894,0.02604,9.5836785,53.39517238,0.334,0.029,5.54,417.9,73.8131
TOI-700 b,TOI-700,0.0677,0.914,0.704,5.07,0.075,4.98,417.0,31.1265
TOI-700 c,TOI-700,0.0929,2.6,7.27,2.27,0.068,2.64,356.0,31.1265
TOI-700 d,TOI-700,0.1633,1.073,1.25,5.56,0.042,0.85,268.8,31.1265
TOI-700 e,TOI-700,0.134,0.953,0.818,5.19,0.059,1.27,272.9,31.1265
TOI-712 b,TOI-712,0.07928,2.049,4.85,3.1,0.54,22.6,650.0,58.6212
TOI-712 c,TOI-712,0.2447,2.701,7.76,2.16,0.089,3.08,369.9,58.6212
TOI-712 d,TOI-712,0.3405,2.474,6.68,2.42,0.073,1.6,313.6,58.6212
TOI-7149 b,TOI-7149,0.02603,13.2,224.0,0.53,0.078,20.6,593.0,126.126
TOI-733 b,TOI-733,0.0618,1.992,5.72,3.98,0.046,207.1,1055.8,75.2092
TOI-757 b,TOI-757,0.122,2.5,10.5,3.6,0.39,24.3644,641.0,60.3418
TOI-762 A b,TOI-762 A,0.03418,8.33948164,79.77493016,0.76,0.083,17.0012,555.4,98.4458
TOI-763 b,TOI-763,0.06,2.28,9.79,4.51,0.04,182.935,1038.0,95.1274
TOI-763 c,TOI-763,0.1011,2.63,9.32,2.82,0.04,64.3196,800.0,95.1274
TOI-771 b,TOI-771,0.0208,1.36,2.47,5.4,0.055,14.0,543.0,25.2788
TOI-771 c,TOI-771,0.046,1.5,2.87,4.67,0.065,3.0,365.0,25.2788
TOI-776 b,TOI-776,0.0653,1.798,5.0,4.8,0.052,11.5,520.0,27.1701
TOI-776 c,TOI-776,0.1001,2.047,6.9,4.4,0.089,4.9,420.0,27.1701
TOI-778 b,TOI-778,0.06,15.4,878.0,1.3,0.21,734.672,1561.0,161.743
TOI-782 b,TOI-782,0.0578,2.734,19.1,7.99,0.19,5.91,435.0,52.5122
TOI-784 b,HD 307842,0.038,1.93,9.67,7.4,0.0,413.894,1256.0,64.5997
TOI-813 b,TOI-813,0.423,6.71,36.4,0.662,0.0,23.1,610.0,263.145
TOI-815 b,TOI-815,0.0903,2.94,7.6,1.64,0.2,36.9,686.0,59.7117
TOI-815 c,TOI-815,0.193,2.62,23.5,7.2,0.22,8.03,469.0,59.7117
TOI-836 b,TOI-836,0.0422,1.704,4.53,5.02,0.053,78.838,871.0,27.5024
TOI-836 c,TOI-836,0.075,2.587,9.6,3.06,0.078,26.707,665.0,27.5024
TOI-837 b,TOI-837,0.0888,9.16894621,120.45696625,0.89,0.0,164.0,995.3,142.488
TOI-849 b,TOI-849,0.0155,3.64,41.8,5.6,0.0,2314.06,1932.0,225.734
TOI-858 B b,TOI-858 B,0.04435,14.06727078,349.6112477,0.69,0.15,908.9,1529.0,250.489
TOI-892 b,TOI-892,0.092,11.99363,301.9385,0.962,0.125,571.007,1397.0,340.543
TOI-905 b,TOI-905,0.04666,13.125739,211.99261,0.515,0.024,337.0,1192.0,158.649
TOI-908 b,TOI-908,0.041657,3.186,16.137,2.742,0.132,80.884,1317.0,175.748
TOI-954 b,TOI-954,0.04963,9.550068,55.30242,0.35,0.14,1393.0,1526.0,238.768
TRAPPIST-1 b,TRAPPIST-1,0.01154,1.116,1.374,5.441939,0.00622,4.153,397.6,12.42988881
TRAPPIST-1 c,TRAPPIST-1,0.0158,1.097,1.308,5.463993,0.00654,2.214,339.7,12.42988881
TRAPPIST-1 d,TRAPPIST-1,0.02227,0.788,0.388,4.366784,0.00837,1.115,286.2,12.42988881
TRAPPIST-1 e,TRAPPIST-1,0.02925,0.92,0.692,4.901605,0.0051,0.646,249.7,12.42988881
TRAPPIST-1 f,TRAPPIST-1,0.03849,1.045,1.039,5.022904,0.01007,0.373,217.7,12.42988881
TRAPPIST-1 g,TRAPPIST-1,0.04683,1.129,1.321,5.055986,0.00208,0.252,197.3,12.42988881
TRAPPIST-1 h,TRAPPIST-1,0.06189,0.755,0.326,4.16278,0.00567,0.144,171.7,12.42988881
Teegarden's Star b,Teegarden's Star,0.0259,1.05,1.16,5.51,0.03,1.08,277.0,3.83078
Teegarden's Star c,Teegarden's Star,0.0455,1.02,1.05,5.44,0.04,0.35,209.0,3.83078
Teegarden's Star d,Teegarden's Star,0.0791,0.954,0.82,5.19,0.07,0.12,159.0,3.83078
TrES-1 b,TrES-1,0.03925,12.66617,266.9772,0.712,0.0,318.4582,1140.0,159.658
TrES-2 b,TrES-2,0.03568,15.24424,473.5667,0.884,0.0,903.864,1466.0,215.32
TrES-3 b,TrES-3,0.02282,14.975,607.03,0.994,0.0,1025.5022,1638.0,231.337
TrES-4 b,TrES-4,0.05084,18.04649,247.9074,0.099,0.0,2276.295,1778.0,515.98
TrES-5 b,TrES-5,0.02459,13.383546,568.9157,1.31,0.0,442.993,1480.0,360.313
V1298 Tau b,V1298 Tau,0.1688,10.27,203.41018048,1.2,0.29,35.0,677.0,108.199
V1298 Tau c,V1298 Tau,0.0825,5.59,76.27881768,3.5,0.43,146.0,968.0,108.199
V1298 Tau d,V1298 Tau,0.1083,6.41,98.52680617,2.4,0.21,85.0,845.0,108.199
V1298 Tau e,V1298 Tau,0.2409,9.97599282,321.00669107,1.79,0.1,10.0,492.0,108.199
WASP-1 b,WASP-1,0.03889,16.623,271.415,0.348,0.0,2121.5175,1812.0,393.072
WASP-100 b,WASP-100,0.04574,14.90797,400.4658,0.53,0.0,2005.83,2190.0,364.411
WASP-101 b,WASP-101,0.05057,16.02887,162.0933,0.24,0.0,1089.171,1560.0,201.224
WASP-102 b,WASP-102,0.041,14.90794433,197.68926915,0.32,0.0,1293.0,1671.0,535.689
WASP-104 b,WASP-104,0.02918,12.745,404.263,1.074,0.0,867.7365,1516.0,185.932
WASP-105 b,WASP-105,0.075,10.76064,572.094,2.65,0.0,166.5368,900.0,169.272
WASP-106 b,WASP-106,0.0901,12.10569916,613.40882551,1.86,0.023,327.8307,1140.0,352.181
WASP-107 b,WASP-107,0.055,10.53646,30.5,0.134,0.06,37.0251,736.0,64.7414
WASP-11 b,WASP-11,0.0435,12.44199,251.0857,0.632,0.0,184.988,992.0,124.73
WASP-113 b,WASP-113,0.05885,15.793481,150.96925,0.228,0.0,821.405,1496.0,435.156
WASP-114 b,WASP-114,0.02851,15.008851,562.24127,0.97,0.012,2978.2048,2043.0,523.337
WASP-116 b,WASP-116,0.065,13.67495645,203.41018048,0.43,0.0,663.0,1414.0,559.243
WASP-117 b,WASP-117,0.09459,11.88154,95.349,0.3445,0.3,211.7917,1001.0,157.963
WASP-119 b,WASP-119,0.0363,15.6926,390.9309,0.7,0.058,907.8624,1600.0,302.448
WASP-123 b,WASP-123,0.04263,14.773462,285.72917,0.521,0.0,758.324,1520.0,197.996
WASP-124 b,WASP-124,0.0449,13.89916,190.698,0.43,0.017,615.1659,1400.0,448.637
WASP-126 b,WASP-126,0.0449,10.51358773,90.3,0.41,0.18,759.3374,1480.0,216.526
WASP-127 b,WASP-127,0.0484,14.694999,52.346601,0.097,0.0,703.971,1400.0,159.507
WASP-129 b,WASP-129,0.0628,10.42437,317.83,1.6,0.096,345.7201,1100.0,301.462
WASP-13 b,WASP-13,0.05362,13.67498,114.4188,0.222,0.0,617.309,1531.0,227.537
